date;category;value
2025-04-01;Строительство;1239.6848
2025-04-01;Услуги ЖКХ;1254.4097
2025-04-01;ИТ и связь;943.7189
2025-01-01;Операции с недвижимостью;414.88654
2025-01-01;ИТ и связь;850.69666
2025-01-01;Гостиницы и общепит;238.84758
2025-01-01;Транспортировка и хранение;2157.6619
2025-01-01;Строительство;908.2808
2025-01-01;Водоснабжение;192.65019
2025-01-01;Услуги ЖКХ;1643.0471
2025-01-01;Обрабатывающие производства;8268.756
2025-01-01;Добыча полезных ископаемых;3144.1077
2025-01-01;Сельское хозяйство;471.8653
2025-01-01;Розничная торговля;2298.427
2025-01-01;Оптовая торговля;9318.753
2025-01-01;Торговля автомобилями;869.21326
2024-12-01;Все отрасли;36759.84
2024-12-01;Спорт и досуг;109.4888
2024-12-01;Здравоохранение;398.67316
2024-12-01;Образование;107.65045
2024-12-01;Прочее;74.3176
2024-12-01;Административная деятельность;378.89682
2024-12-01;Научная и проф. деятельность;1833.7244
2024-12-01;Операции с недвижимостью;457.94763
2024-12-01;ИТ и связь;1649.0518
2024-12-01;Гостиницы и общепит;247.29068
2024-12-01;Транспортировка и хранение;2157.0046
2024-12-01;Строительство;1982.5961
2024-12-01;Водоснабжение;221.70049
2024-12-01;Услуги ЖКХ;1640.9688
2024-12-01;Обрабатывающие производства;9542.527
2024-12-01;Добыча полезных ископаемых;2840.4768
2024-12-01;Сельское хозяйство;660.7579
2024-12-01;Розничная торговля;2920.291
2024-12-01;Оптовая торговля;8319.243
2024-12-01;Торговля автомобилями;1217.2336
2024-11-01;Все отрасли;32441.582
2024-11-01;Спорт и досуг;89.8277
2024-11-01;Здравоохранение;327.85742
2024-11-01;Образование;92.6452
2024-11-01;Прочее;56.897537
2024-11-01;Административная деятельность;378.71765
2024-11-01;Научная и проф. деятельность;905.69006
2024-11-01;Операции с недвижимостью;421.72058
2024-11-01;ИТ и связь;959.7945
2024-11-01;Гостиницы и общепит;236.40158
2024-11-01;Транспортировка и хранение;2099.1162
2024-11-01;Строительство;1316.3434
2024-11-01;Водоснабжение;200.45709
2024-11-01;Услуги ЖКХ;1363.4491
2024-11-01;Обрабатывающие производства;8268.79
2024-11-01;Добыча полезных ископаемых;2921.4097
2024-11-01;Сельское хозяйство;594.8027
2024-11-01;Розничная торговля;2386.5488
2024-11-01;Оптовая торговля;8569.7295
2024-11-01;Торговля автомобилями;1251.3824
2024-10-01;Все отрасли;31889.158
2024-10-01;Спорт и досуг;98.953316
2024-10-01;Здравоохранение;355.08856
2024-10-01;Образование;89.2045
2024-10-01;Прочее;62.86777
2024-10-01;Административная деятельность;386.53052
2024-10-01;Научная и проф. деятельность;933.5674
2024-10-01;Операции с недвижимостью;450.22018
2024-10-01;ИТ и связь;884.04395
2024-10-01;Гостиницы и общепит;251.22974
2024-10-01;Транспортировка и хранение;2151.0796
2024-10-01;Строительство;1357.4551
2024-10-01;Водоснабжение;199.56708
2024-10-01;Услуги ЖКХ;1192.6008
2024-10-01;Обрабатывающие производства;8234.153
2024-10-01;Добыча полезных ископаемых;2687.1663
2024-10-01;Сельское хозяйство;602.87823
2024-10-01;Розничная торговля;2446.8828
2024-10-01;Оптовая торговля;8121.145
2024-10-01;Торговля автомобилями;1384.5253
2024-09-01;Все отрасли;31484.408
2024-09-01;ИТ и связь;1054.5452
2024-09-01;Строительство;1427.2559
2024-09-01;Услуги ЖКХ;972.62164
2024-09-01;Сельское хозяйство;580.3765
2024-09-01;Спорт и досуг;94.37144
2024-09-01;Здравоохранение;326.26184
2024-09-01;Образование;82.67589
2024-09-01;Прочее;52.519367
2024-09-01;Административная деятельность;365.43927
2024-09-01;Научная и проф. деятельность;772.13873
2024-09-01;Операции с недвижимостью;463.65112
2024-09-01;Гостиницы и общепит;249.10432
2024-09-01;Транспортировка и хранение;2135.6929
2024-09-01;Водоснабжение;209.70541
2024-09-01;Обрабатывающие производства;8046.2754
2024-09-01;Добыча полезных ископаемых;2867.8296
2024-09-01;Розничная торговля;2411.5818
2024-09-01;Оптовая торговля;8140.61
2024-09-01;Торговля автомобилями;1231.7511
2024-08-01;Спорт и досуг;88.63998
2024-08-01;Здравоохранение;340.2143
2024-08-01;Образование;64.84563
2024-08-01;Все отрасли;30449.566
2024-08-01;Прочее;51.72872
2024-08-01;Административная деятельность;350.37485
2024-08-01;Научная и проф. деятельность;785.1412
2024-08-01;Операции с недвижимостью;434.75128
2024-08-01;ИТ и связь;777.9529
2024-08-01;Гостиницы и общепит;253.93282
2024-08-01;Транспортировка и хранение;2103.7551
2024-08-01;Строительство;1212.7916
2024-08-01;Водоснабжение;203.93065
2024-08-01;Услуги ЖКХ;985.9417
2024-08-01;Обрабатывающие производства;7859.5073
2024-08-01;Добыча полезных ископаемых;2791.896
2024-08-01;Сельское хозяйство;495.60126
2024-08-01;Розничная торговля;2452.5967
2024-08-01;Оптовая торговля;8004.8096
2024-08-01;Торговля автомобилями;1191.1543
2024-07-01;Спорт и досуг;82.527855
2024-07-01;Здравоохранение;343.5045
2024-07-01;Образование;57.676052
2024-07-01;Все отрасли;30124.732
2024-07-01;Прочее;56.67877
2024-07-01;Административная деятельность;362.17752
2024-07-01;Научная и проф. деятельность;755.9243
2024-07-01;Операции с недвижимостью;468.487
2024-07-01;ИТ и связь;796.4877
2024-07-01;Гостиницы и общепит;248.73346
2024-07-01;Транспортировка и хранение;2044.1963
2024-07-01;Строительство;1210.5518
2024-07-01;Водоснабжение;203.3039
2024-07-01;Услуги ЖКХ;956.84735
2024-07-01;Обрабатывающие производства;7800.096
2024-07-01;Добыча полезных ископаемых;2828.6426
2024-07-01;Сельское хозяйство;441.43475
2024-07-01;Розничная торговля;2426.157
2024-07-01;Оптовая торговля;7863.218
2024-07-01;Торговля автомобилями;1178.088
2024-06-01;Спорт и досуг;109.282555
2024-06-01;Здравоохранение;336.1963
2024-06-01;Образование;73.00282
2024-06-01;Все отрасли;30036.805
2024-06-01;Прочее;62.43744
2024-06-01;Административная деятельность;396.60562
2024-06-01;Научная и проф. деятельность;938.9197
2024-06-01;Операции с недвижимостью;482.6107
2024-06-01;ИТ и связь;993.9601
2024-06-01;Гостиницы и общепит;241.48083
2024-06-01;Транспортировка и хранение;1999.2399
2024-06-01;Строительство;1254.8995
2024-06-01;Водоснабжение;197.65039
2024-06-01;Услуги ЖКХ;902.8207
2024-06-01;Обрабатывающие производства;7802.638
2024-06-01;Добыча полезных ископаемых;2657.9392
2024-06-01;Сельское хозяйство;441.26794
2024-06-01;Розничная торговля;2317.5942
2024-06-01;Оптовая торговля;7677.2695
2024-06-01;Торговля автомобилями;1150.9888
2024-05-01;Спорт и досуг;84.78798
2024-05-01;Здравоохранение;341.5172
2024-05-01;Образование;75.530304
2024-05-01;Все отрасли;29682.799
2024-05-01;Прочее;54.392002
2024-05-01;Административная деятельность;376.36765
2024-05-01;Научная и проф. деятельность;803.01904
2024-05-01;Операции с недвижимостью;495.0645
2024-05-01;ИТ и связь;753.1057
2024-05-01;Гостиницы и общепит;235.56229
2024-05-01;Транспортировка и хранение;1968.5138
2024-05-01;Строительство;1211.8528
2024-05-01;Водоснабжение;204.5097
2024-05-01;Услуги ЖКХ;980.71924
2024-05-01;Обрабатывающие производства;7717.2744
2024-05-01;Добыча полезных ископаемых;2753.8271
2024-05-01;Сельское хозяйство;479.17932
2024-05-01;Розничная торговля;2322.45
2024-05-01;Оптовая торговля;7693.9663
2024-05-01;Торговля автомобилями;1131.1604
2024-04-01;Спорт и досуг;78.85204
2024-04-01;Здравоохранение;340.10672
2024-04-01;Образование;78.52724
2024-04-01;Все отрасли;30028.104
2024-04-01;Прочее;50.557285
2024-04-01;Административная деятельность;367.08942
2024-04-01;Научная и проф. деятельность;794.7223
2024-04-01;Операции с недвижимостью;466.9281
2024-04-01;ИТ и связь;779.46716
2024-04-01;Гостиницы и общепит;231.35626
2024-04-01;Транспортировка и хранение;1943.7573
2024-04-01;Строительство;1188.7935
2024-04-01;Водоснабжение;191.51631
2024-04-01;Услуги ЖКХ;1129.6489
2024-04-01;Обрабатывающие производства;7661.67
2024-04-01;Добыча полезных ископаемых;2913.7312
2024-04-01;Сельское хозяйство;508.75854
2024-04-01;Розничная торговля;2338.758
2024-04-01;Оптовая торговля;7799.049
2024-04-01;Торговля автомобилями;1164.8136
2024-03-01;Спорт и досуг;96.84001
2024-03-01;Здравоохранение;341.54147
2024-03-01;Образование;81.21126
2024-03-01;Все отрасли;30960.084
2024-03-01;Прочее;62.28569
2024-03-01;Административная деятельность;365.60428
2024-03-01;Научная и проф. деятельность;900.8023
2024-03-01;Операции с недвижимостью;436.676
2024-03-01;ИТ и связь;875.8339
2024-03-01;Гостиницы и общепит;250.73083
2024-03-01;Транспортировка и хранение;1942.6217
2023-12-01;Административная деятельность;303.06766
2023-12-01;Научная и проф. деятельность;1891.0284
2023-12-01;Операции с недвижимостью;488.1615
2023-12-01;ИТ и связь;1360.8412
2023-12-01;Гостиницы и общепит;210.04819
2023-12-01;Транспортировка и хранение;1919.348
2023-12-01;Строительство;1790.0522
2023-12-01;Водоснабжение;215.58649
2023-12-01;Услуги ЖКХ;1447.1019
2023-12-01;Обрабатывающие производства;8353.835
2023-12-01;Добыча полезных ископаемых;2781.4265
2023-12-01;Сельское хозяйство;607.16486
2023-12-01;Розничная торговля;2646.298
2023-12-01;Оптовая торговля;8738.9
2023-12-01;Торговля автомобилями;1050.192
2023-11-01;Спорт и досуг;61.60753
2023-11-01;Здравоохранение;407.54724
2023-11-01;Образование;81.904076
2023-11-01;Все отрасли;29317.703
2023-11-01;Прочее;54.21717
2023-11-01;Административная деятельность;278.22467
2023-11-01;Научная и проф. деятельность;991.0184
2023-11-01;Операции с недвижимостью;393.6201
2023-11-01;ИТ и связь;785.2957
2023-11-01;Гостиницы и общепит;197.43388
2023-11-01;Транспортировка и хранение;1762.6714
2023-11-01;Строительство;1227.4469
2023-11-01;Водоснабжение;177.89906
2023-11-01;Услуги ЖКХ;1223.2622
2023-11-01;Обрабатывающие производства;7531.6885
2023-11-01;Добыча полезных ископаемых;2736.8413
2023-11-01;Сельское хозяйство;535.2094
2023-11-01;Розничная торговля;2181.7966
2023-11-01;Оптовая торговля;7676.3203
2023-11-01;Торговля автомобилями;1013.69904
2023-10-01;Спорт и досуг;57.703133
2023-10-01;Здравоохранение;376.79028
2023-10-01;Образование;80.06459
2023-10-01;Все отрасли;29805.55
2023-10-01;Прочее;52.72575
2023-10-01;Административная деятельность;272.1029
2023-10-01;Научная и проф. деятельность;841.97473
2023-10-01;Операции с недвижимостью;412.04898
2023-10-01;ИТ и связь;724.5059
2023-10-01;Гостиницы и общепит;203.81418
2023-10-01;Транспортировка и хранение;1830.2997
2023-10-01;Строительство;1221.9583
2023-10-01;Водоснабжение;183.58087
2023-10-01;Услуги ЖКХ;1067.1233
2023-10-01;Обрабатывающие производства;7628.899
2023-10-01;Добыча полезных ископаемых;3180.3787
2023-10-01;Сельское хозяйство;551.322
2023-10-01;Розничная торговля;2204.7368
2023-10-01;Оптовая торговля;7806.371
2023-10-01;Торговля автомобилями;1109.1508
2023-09-01;Спорт и досуг;68.87965
2023-09-01;Здравоохранение;357.5162
2023-09-01;Образование;78.749214
2023-09-01;Все отрасли;29191.008
2023-09-01;Прочее;54.371243
2023-09-01;Административная деятельность;297.90884
2023-09-01;Научная и проф. деятельность;895.62866
2023-09-01;Операции с недвижимостью;392.75455
2023-09-01;ИТ и связь;827.3828
2023-09-01;Гостиницы и общепит;210.69246
2023-09-01;Транспортировка и хранение;1820.2568
2023-09-01;Строительство;1304.296
2023-09-01;Водоснабжение;183.72127
2023-09-01;Услуги ЖКХ;894.5477
2023-09-01;Обрабатывающие производства;7526.5786
2023-09-01;Добыча полезных ископаемых;2954.8777
2023-09-01;Сельское хозяйство;526.3467
2023-09-01;Розничная торговля;2135.7722
2023-09-01;Оптовая торговля;7584.992
2023-09-01;Торговля автомобилями;1075.7341
2023-08-01;Спорт и досуг;56.809277
2023-08-01;Здравоохранение;366.4016
2023-08-01;Образование;56.996296
2023-08-01;Все отрасли;27961.484
2023-08-01;Прочее;50.51337
2023-08-01;Административная деятельность;272.84747
2023-08-01;Научная и проф. деятельность;740.01685
2023-08-01;Операции с недвижимостью;403.90985
2023-08-01;ИТ и связь;617.3087
2023-08-01;Гостиницы и общепит;207.26523
2023-08-01;Транспортировка и хранение;1859.1848
2023-08-01;Строительство;1150.4346
2023-08-01;Водоснабжение;176.47533
2023-08-01;Услуги ЖКХ;868.0568
2023-08-01;Обрабатывающие производства;7174.756
2023-08-01;Добыча полезных ископаемых;2857.4885
2023-08-01;Сельское хозяйство;460.9857
2023-08-01;Розничная торговля;2181.655
2023-08-01;Оптовая торговля;7378.2256
2023-08-01;Торговля автомобилями;1082.154
2023-07-01;Спорт и досуг;55.635902
2023-07-01;Здравоохранение;367.98868
2023-07-01;Образование;48.203827
2023-07-01;Все отрасли;25873.008
2023-07-01;Прочее;54.559856
2023-07-01;Административная деятельность;267.5585
2023-07-01;Научная и проф. деятельность;712.4671
2023-07-01;Операции с недвижимостью;372.29068
2023-07-01;ИТ и связь;594.1652
2023-07-01;Гостиницы и общепит;200.06589
2023-07-01;Транспортировка и хранение;1799.8999
2023-07-01;Строительство;1116.6162
2023-07-01;Водоснабжение;169.42725
2023-07-01;Услуги ЖКХ;844.69147
2023-07-01;Обрабатывающие производства;6578.0337
2023-07-01;Добыча полезных ископаемых;2435.4749
2023-07-01;Сельское хозяйство;396.19522
2023-07-01;Розничная торговля;2104.753
2023-07-01;Оптовая торговля;6786.354
2023-07-01;Торговля автомобилями;968.6269
2023-06-01;Спорт и досуг;73.22116
2023-06-01;Здравоохранение;371.25635
2023-06-01;Образование;67.337746
2023-06-01;Все отрасли;25785.166
2023-06-01;Прочее;67.29175
2023-06-01;Административная деятельность;291.6079
2023-06-01;Научная и проф. деятельность;825.50806
2023-06-01;Операции с недвижимостью;389.9299
2023-06-01;ИТ и связь;707.7241
2023-06-01;Гостиницы и общепит;209.0563
2023-06-01;Транспортировка и хранение;1736.3436
2023-06-01;Строительство;1147.6964
2023-06-01;Водоснабжение;172.46094
2023-06-01;Услуги ЖКХ;852.50275
2023-06-01;Обрабатывающие производства;6552.2964
2023-06-01;Добыча полезных ископаемых;2148.0962
2023-06-01;Сельское хозяйство;385.07367
2023-06-01;Розничная торговля;2024.7771
2023-06-01;Оптовая торговля;6882.514
2023-06-01;Торговля автомобилями;880.4725
2023-05-01;Спорт и досуг;54.43085
2023-05-01;Здравоохранение;364.5471
2023-05-01;Образование;66.88214
2023-05-01;Все отрасли;24427.793
2023-05-01;Прочее;41.946312
2023-05-01;Административная деятельность;254.92038
2023-05-01;Научная и проф. деятельность;672.67224
2023-05-01;Операции с недвижимостью;361.56732
2023-05-01;ИТ и связь;575.3427
2023-05-01;Гостиницы и общепит;199.24246
2023-05-01;Транспортировка и хранение;1676.4148
2023-05-01;Строительство;1055.8748
2023-05-01;Водоснабжение;171.49536
2023-05-01;Услуги ЖКХ;930.0025
2023-05-01;Обрабатывающие производства;6192.2275
2023-05-01;Добыча полезных ископаемых;2120.6763
2023-05-01;Сельское хозяйство;410.49448
2023-05-01;Розничная торговля;2010.582
2023-05-01;Оптовая торговля;6471.9673
2023-05-01;Торговля автомобилями;796.5061
2023-04-01;Спорт и досуг;54.109257
2023-04-01;Здравоохранение;356.1874
2023-04-01;Образование;67.974464
2023-04-01;Все отрасли;24560.451
2023-04-01;Прочее;43.743473
2023-04-01;Административная деятельность;245.82068
2023-04-01;Научная и проф. деятельность;672.1471
2023-04-01;Операции с недвижимостью;369.28604
2023-04-01;ИТ и связь;581.75586
2023-04-01;Гостиницы и общепит;192.50243
2023-04-01;Транспортировка и хранение;1649.5172
2023-04-01;Строительство;1033.0458
2023-04-01;Водоснабжение;176.90439
2023-04-01;Услуги ЖКХ;1096.4032
2023-04-01;Обрабатывающие производства;6032.9985
2023-04-01;Добыча полезных ископаемых;2241.7961
2023-04-01;Сельское хозяйство;433.2284
2023-04-01;Розничная торговля;1948.54
2023-04-01;Оптовая торговля;6559.642
2023-04-01;Торговля автомобилями;804.84845
2023-03-01;Спорт и досуг;65.16782
2023-03-01;Здравоохранение;354.46872
2023-03-01;Образование;74.71622
2023-03-01;Все отрасли;25284.178
2023-03-01;Прочее;48.091496
2023-03-01;Административная деятельность;271.93304
2023-03-01;Научная и проф. деятельность;727.37854
2023-03-01;Операции с недвижимостью;387.5375
2023-03-01;ИТ и связь;636.26666
2023-03-01;Гостиницы и общепит;196.80003
2023-03-01;Транспортировка и хранение;1671.1371
2023-03-01;Строительство;932.5623
2023-03-01;Водоснабжение;162.51059
2023-03-01;Услуги ЖКХ;1255.2196
2023-03-01;Обрабатывающие производства;6076.833
2023-03-01;Добыча полезных ископаемых;2017.5526
2023-03-01;Сельское хозяйство;462.23352
2023-03-01;Розничная торговля;1982.3833
2023-03-01;Оптовая торговля;7186.248
2023-03-01;Торговля автомобилями;775.13763
2023-02-01;Спорт и досуг;49.835083
2023-02-01;Здравоохранение;323.55118
2023-02-01;Образование;69.37327
2023-02-01;Все отрасли;21723.516
2023-02-01;Прочее;37.02206
2023-02-01;Административная деятельность;232.51015
2023-02-01;Научная и проф. деятельность;507.26138
2025-07-01;Все отрасли;31052.037
2025-07-01;Спорт и досуг;120.239975
2025-07-01;Здравоохранение;310.06467
2025-07-01;Образование;75.20126
2025-07-01;Прочее;70.62327
2025-07-01;Административная деятельность;413.64267
2025-07-01;Научная и проф. деятельность;1078.7827
2025-07-01;Операции с недвижимостью;450.22122
2025-07-01;ИТ и связь;914.137
2025-07-01;Гостиницы и общепит;270.47287
2025-07-01;Транспортировка и хранение;2237.3318
2025-07-01;Строительство;1316.6212
2025-07-01;Водоснабжение;193.71117
2025-07-01;Услуги ЖКХ;1070.7521
2025-07-01;Обрабатывающие производства;8087.285
2025-07-01;Добыча полезных ископаемых;2370.3103
2025-07-01;Сельское хозяйство;471.94516
2025-07-01;Розничная торговля;2626.1218
2025-07-01;Оптовая торговля;8024.697
2025-07-01;Торговля автомобилями;949.8765
2025-06-01;Все отрасли;30519.992
2025-06-01;Спорт и досуг;95.76776
2025-06-01;Здравоохранение;326.31583
2025-06-01;Образование;74.81251
2025-06-01;Прочее;64.91728
2025-06-01;Административная деятельность;388.6845
2025-06-01;Научная и проф. деятельность;772.5217
2025-06-01;Операции с недвижимостью;435.68756
2025-06-01;ИТ и связь;1135.9042
2025-06-01;Гостиницы и общепит;268.5882
2025-06-01;Транспортировка и хранение;2123.3542
2025-06-01;Строительство;1391.8784
2025-06-01;Водоснабжение;195.03682
2025-06-01;Услуги ЖКХ;997.16003
2025-06-01;Обрабатывающие производства;7952.502
2025-06-01;Добыча полезных ископаемых;2319.7913
2025-06-01;Сельское хозяйство;454.99152
2025-06-01;Розничная торговля;2623.0376
2025-06-01;Оптовая торговля;8023.3413
2025-06-01;Торговля автомобилями;875.6988
2025-05-01;Все отрасли;31453.668
2025-05-01;Спорт и досуг;97.47306
2025-05-01;Здравоохранение;322.86447
2025-05-01;Образование;101.0218
2025-05-01;Прочее;57.514454
2025-05-01;Административная деятельность;371.32602
2025-05-01;Научная и проф. деятельность;914.8805
2025-05-01;Операции с недвижимостью;437.06558
2025-05-01;ИТ и связь;858.34985
2025-05-01;Гостиницы и общепит;262.94836
2025-05-01;Транспортировка и хранение;2166.8667
2025-05-01;Строительство;1327.2458
2025-05-01;Водоснабжение;192.8499
2025-05-01;Услуги ЖКХ;1060.3439
2025-05-01;Обрабатывающие производства;8081.0835
2025-05-01;Добыча полезных ископаемых;2498.075
2025-05-01;Сельское хозяйство;498.30536
2025-05-01;Розничная торговля;2665.1868
2025-05-01;Оптовая торговля;8371.454
2025-05-01;Торговля автомобилями;1168.8116
2025-04-01;Все отрасли;28313.264
2025-04-01;Спорт и досуг;118.54772
2025-04-01;Здравоохранение;337.53632
2025-04-01;Образование;93.96188
2025-04-01;Прочее;66.18301
2025-04-01;Административная деятельность;375.4787
2025-04-01;Научная и проф. деятельность;919.02856
2025-04-01;Операции с недвижимостью;462.27692
2025-04-01;Гостиницы и общепит;251.08736
2025-04-01;Транспортировка и хранение;2162.321
2025-04-01;Водоснабжение;177.79466
2025-04-01;Обрабатывающие производства;8113.5913
2025-04-01;Добыча полезных ископаемых;2639.4482
2025-04-01;Сельское хозяйство;543.73785
2025-04-01;Розничная торговля;2538.1218
2025-04-01;Оптовая торговля;8472.701
2025-04-01;Торговля автомобилями;1041.4467
2025-03-01;Все отрасли;30041.62
2025-03-01;Спорт и досуг;95.128624
2025-03-01;Здравоохранение;309.49844
2025-03-01;Образование;90.657974
2025-03-01;Прочее;56.639545
2025-03-01;Административная деятельность;330.47125
2025-03-01;Научная и проф. деятельность;718.31354
2025-03-01;Операции с недвижимостью;446.57858
2025-03-01;ИТ и связь;1029.088
2025-03-01;Гостиницы и общепит;244.93524
2025-03-01;Транспортировка и хранение;2044.437
2025-03-01;Строительство;1152.1237
2025-03-01;Водоснабжение;176.96646
2025-03-01;Услуги ЖКХ;1448.4755
2025-03-01;Обрабатывающие производства;7404.6016
2025-03-01;Добыча полезных ископаемых;2607.228
2025-03-01;Сельское хозяйство;575.86334
2025-03-01;Розничная торговля;2592.175
